platform_item_id,market_hash_name,observed_at,sell_price_cny,sell_count,bid_price_cny,bid_count
,★ M9 Bayonet,2026-04-06 23:10:29.160742,0.0,0,0.0,0
,★ M9 Bayonet | Autotronic (Field-Tested),2026-04-06 16:47:43.218355,0.0,0,0.0,0
,★ M9 Bayonet | Blue Steel (Minimal Wear),2026-04-06 23:22:24.277255,0.0,0,0.0,0
,★ M9 Bayonet | Case Hardened (Minimal Wear),2026-04-06 23:24:34.181982,0.0,0,0.0,0
,★ M9 Bayonet | Crimson Web (Minimal Wear),2026-04-06 23:22:24.277255,0.0,0,0.0,0
,★ M9 Bayonet | Doppler (Factory New),2026-04-06 20:46:32.420472,0.0,0,0.0,0
,★ M9 Bayonet | Fade (Factory New),2026-04-06 21:00:37.712848,0.0,0,0.0,0
,★ M9 Bayonet | Marble Fade (Factory New),2026-04-06 21:01:42.717314,0.0,0,0.0,0
,★ M9 Bayonet | Marble Fade (Minimal Wear),2026-04-06 23:27:49.212140,0.0,0,0.0,0
,★ M9 Bayonet | Slaughter (Factory New),2026-04-06 23:21:19.247592,0.0,0,0.0,0
,★ M9 Bayonet | Slaughter (Field-Tested),2026-04-06 23:24:34.181982,0.0,0,0.0,0
,★ M9 Bayonet | Slaughter (Minimal Wear),2026-04-06 23:20:14.105087,0.0,0,0.0,0
,★ M9 Bayonet | Tiger Tooth (Factory New),2026-04-06 23:11:34.016984,0.0,0,0.0,0
,★ Moto Gloves | Boom! (Field-Tested),2026-04-06 16:58:41.612927,0.0,0,0.0,0
,★ Moto Gloves | Boom! (Minimal Wear),2026-04-06 17:03:42.832254,0.0,0,0.0,0
,★ Moto Gloves | Eclipse (Minimal Wear),2026-04-06 17:03:42.832254,0.0,0,0.0,0
,★ Specialist Gloves | Fade (Minimal Wear),2026-04-06 17:24:41.820862,0.0,0,0.0,0
,★ Sport Gloves | Amphibious (Minimal Wear),2026-04-06 17:24:41.820862,0.0,0,0.0,0
,★ Sport Gloves | Arid (Well-Worn),2026-04-06 17:03:42.832254,0.0,0,0.0,0
,★ Sport Gloves | Nocts (Field-Tested),2026-04-06 18:37:42.335062,0.0,0,0.0,0
,★ Sport Gloves | Nocts (Minimal Wear),2026-04-06 18:39:42.497638,0.0,0,0.0,0
,★ Sport Gloves | Omega (Minimal Wear),2026-04-06 17:24:41.820862,0.0,0,0.0,0
,★ Sport Gloves | Slingshot (Minimal Wear),2026-04-06 18:37:42.335062,0.0,0,0.0,0
,★ StatTrak™ Butterfly Knife | Autotronic (Field-Tested),2026-04-06 18:56:42.646547,0.0,0,0.0,0
,★ StatTrak™ Butterfly Knife | Autotronic (Minimal Wear),2026-04-06 18:56:42.646547,0.0,0,0.0,0
,★ StatTrak™ Butterfly Knife | Black Laminate (Field-Tested),2026-04-06 18:56:42.646547,0.0,0,0.0,0
,★ StatTrak™ Butterfly Knife | Crimson Web (Field-Tested),2026-04-06 16:38:42.813529,0.0,0,0.0,0
,★ StatTrak™ Butterfly Knife | Damascus Steel (Field-Tested),2026-04-06 17:08:42.045924,0.0,0,0.0,0
,★ StatTrak™ Butterfly Knife | Freehand (Field-Tested),2026-04-06 18:57:42.744089,0.0,0,0.0,0
,★ StatTrak™ Butterfly Knife | Lore (Battle-Scarred),2026-04-06 18:56:42.646547,0.0,0,0.0,0
,★ StatTrak™ Butterfly Knife | Lore (Field-Tested),2026-04-06 18:56:42.646547,0.0,0,0.0,0
,★ StatTrak™ Butterfly Knife | Night (Field-Tested),2026-04-06 21:00:37.712848,0.0,0,0.0,0
,★ StatTrak™ Butterfly Knife | Rust Coat (Battle-Scarred),2026-04-06 17:08:42.045924,0.0,0,0.0,0
,★ StatTrak™ Butterfly Knife | Stained (Field-Tested),2026-04-06 23:29:59.176690,0.0,0,0.0,0
,★ StatTrak™ Butterfly Knife | Stained (Well-Worn),2026-04-06 17:03:42.832254,0.0,0,0.0,0
,★ StatTrak™ Butterfly Knife | Tiger Tooth (Factory New),2026-04-06 17:08:42.045924,0.0,0,0.0,0
,★ StatTrak™ Karambit | Damascus Steel (Field-Tested),2026-04-06 23:27:49.212140,0.0,0,0.0,0
,★ StatTrak™ Karambit | Lore (Field-Tested),2026-04-06 16:37:41.571974,0.0,0,0.0,0
,★ StatTrak™ Karambit | Tiger Tooth (Factory New),2026-04-06 23:14:49.035998,0.0,0,0.0,0
,★ StatTrak™ M9 Bayonet | Doppler (Factory New),2026-04-06 23:12:39.131020,0.0,0,0.0,0
,★ StatTrak™ M9 Bayonet | Fade (Factory New),2026-04-06 23:06:09.414411,0.0,0,0.0,0
,★ StatTrak™ M9 Bayonet | Marble Fade (Factory New),2026-04-06 23:14:49.035998,0.0,0,0.0,0
,★ StatTrak™ M9 Bayonet | Tiger Tooth (Factory New),2026-04-06 16:34:42.280290,0.0,0,0.0,0
,★ StatTrak™ Skeleton Knife | Slaughter (Factory New),2026-04-06 18:17:42.319285,0.0,0,0.0,0
,★ StatTrak™ Talon Knife | Doppler (Factory New),2026-04-06 17:47:41.993787,0.0,0,0.0,0
,★ StatTrak™ Talon Knife | Marble Fade (Factory New),2026-04-06 17:47:41.993787,0.0,0,0.0,0
,★ StatTrak™ Talon Knife | Slaughter (Minimal Wear),2026-04-06 17:39:42.080123,0.0,0,0.0,0
,★ Talon Knife | Doppler (Minimal Wear),2026-04-06 17:47:41.993787,0.0,0,0.0,0
,★ Talon Knife | Marble Fade (Minimal Wear),2026-04-06 17:47:41.993787,0.0,0,0.0,0
,★ Talon Knife | Slaughter (Factory New),2026-04-06 17:36:42.899410,0.0,0,0.0,0
