platform_item_id,market_hash_name,observed_at,sell_price_cny,sell_count,bid_price_cny,bid_count
26533,StatTrak™ MAC-10 | Rangeen (Battle-Scarred),2026-04-06 23:16:59.160652,4.38,10,2.7,5
22376,StatTrak™ MAC-10 | Rangeen (Factory New),2026-04-06 20:34:37.401554,10.2,22,9.5,1
23078,StatTrak™ MAC-10 | Rangeen (Field-Tested),2026-04-06 20:42:12.375446,2.63,27,1.7,5
24251,StatTrak™ MAC-10 | Rangeen (Minimal Wear),2026-04-06 20:55:12.610454,5.05,23,3.1,5
24682,StatTrak™ MAC-10 | Rangeen (Well-Worn),2026-04-06 20:59:32.605741,4.55,26,2.8,5
553487579,StatTrak™ MAC-10 | Stalker (Field-Tested),2026-04-06 18:08:42.170030,484.25,8,,
553487527,StatTrak™ MAC-10 | Stalker (Minimal Wear),2026-04-06 18:08:42.170030,835.6,2,560.0,1
553487506,StatTrak™ MAC-10 | Stalker (Well-Worn),2026-04-06 18:08:42.170030,471.44,11,,
26064,StatTrak™ MAC-10 | Tatter (Factory New),2026-04-06 23:12:39.131020,111.59,12,76.0,4
23968,StatTrak™ MAC-10 | Tatter (Field-Tested),2026-04-06 20:51:57.523508,56.89,23,,
23972,StatTrak™ MAC-10 | Tatter (Minimal Wear),2026-04-06 20:51:57.523508,87.1,6,,
25786,StatTrak™ MAC-10 | Ultraviolet (Battle-Scarred),2026-04-06 23:09:24.152153,18.2,15,10.2,2
23012,StatTrak™ MAC-10 | Ultraviolet (Field-Tested),2026-04-06 20:41:07.463657,19.53,24,9.9,7
25222,StatTrak™ MAC-10 | Ultraviolet (Minimal Wear),2026-04-06 23:02:54.090874,65.12,12,25.0,3
24317,StatTrak™ MAC-10 | Ultraviolet (Well-Worn),2026-04-06 20:55:12.610454,21.09,21,15.0,2
553482403,StatTrak™ MAC-10 | Whitefish (Battle-Scarred),2026-04-06 17:45:46.830591,2.4,38,1.2,33
553482402,StatTrak™ MAC-10 | Whitefish (Factory New),2026-04-06 17:45:46.830591,25.49,13,12.3,10
553482401,StatTrak™ MAC-10 | Whitefish (Field-Tested),2026-04-06 17:45:46.830591,2.83,56,2.0,40
553482404,StatTrak™ MAC-10 | Whitefish (Minimal Wear),2026-04-06 17:45:46.830591,5.6,13,4.6,45
553482405,StatTrak™ MAC-10 | Whitefish (Well-Worn),2026-04-06 17:45:46.830591,2.32,119,1.5,19
26030,StatTrak™ MAG-7 | Cobalt Core (Battle-Scarred),2026-04-06 23:11:34.016984,5.06,12,,
22396,StatTrak™ MAG-7 | Cobalt Core (Factory New),2026-04-06 20:34:37.401554,14.2,21,,
23875,StatTrak™ MAG-7 | Cobalt Core (Field-Tested),2026-04-06 20:50:52.499073,3.03,49,,
23064,StatTrak™ MAG-7 | Cobalt Core (Minimal Wear),2026-04-06 20:42:12.375446,7.07,44,5.6,13
23068,StatTrak™ MAG-7 | Cobalt Core (Well-Worn),2026-04-06 20:42:12.375446,3.66,16,,
27436,StatTrak™ MAG-7 | Firestarter (Battle-Scarred),2026-04-06 23:26:44.368006,19.94,4,6.8,1
24219,StatTrak™ MAG-7 | Firestarter (Field-Tested),2026-04-06 20:54:07.550729,8.1,66,4.9,5
22421,StatTrak™ MAG-7 | Firestarter (Minimal Wear),2026-04-06 20:35:42.337316,16.59,11,9.9,6
26623,StatTrak™ MAG-7 | Firestarter (Well-Worn),2026-04-06 23:18:04.543946,12.56,15,,
553426895,StatTrak™ MAG-7 | Hard Water (Factory New),2026-04-06 17:07:41.668767,52.99,6,40.0,2
553426869,StatTrak™ MAG-7 | Hard Water (Field-Tested),2026-04-06 17:07:41.668767,31.3,9,25.3,6
553426994,StatTrak™ MAG-7 | Hard Water (Minimal Wear),2026-04-06 17:07:41.668767,38.98,7,26.1,2
553429000,StatTrak™ MAG-7 | Hard Water (Well-Worn),2026-04-06 17:08:42.045924,36.83,6,,
23519,StatTrak™ MAG-7 | Heat (Battle-Scarred),2026-04-06 20:47:37.761074,11.22,93,8.9,11
24462,StatTrak™ MAG-7 | Heat (Factory New),2026-04-06 20:57:22.648193,113.8,12,9.1,1
23415,StatTrak™ MAG-7 | Heat (Field-Tested),2026-04-06 20:46:32.420472,12.07,52,10.0,17
22371,StatTrak™ MAG-7 | Heat (Minimal Wear),2026-04-06 20:34:37.401554,25.9,59,21.8,11
24249,StatTrak™ MAG-7 | Heat (Well-Worn),2026-04-06 20:55:12.610454,10.96,59,6.7,4
23017,StatTrak™ MAG-7 | Heaven Guard (Factory New),2026-04-06 20:42:12.375446,9.15,66,6.6,17
23236,StatTrak™ MAG-7 | Heaven Guard (Field-Tested),2026-04-06 20:44:22.539544,3.43,44,,
23153,StatTrak™ MAG-7 | Heaven Guard (Minimal Wear),2026-04-06 20:43:17.467436,4.84,29,3.4,7
25970,StatTrak™ MAG-7 | Heaven Guard (Well-Worn),2026-04-06 23:11:34.016984,7.65,5,,
553489908,StatTrak™ MAG-7 | Justice (Factory New),2026-04-06 18:14:42.203921,321.7,11,300.0,4
