local_item_id,market_hash_name,chinese_name,tier,enabled
1,AWP | Pit Viper (Minimal Wear),AWP | 响尾蛇 (略有磨损),2,1
2,FAMAS | Colony (Well-Worn),法玛斯 | 殖民侵略者 (破损不堪),2,1
3,Five-SeveN | Monkey Business (Field-Tested),FN57 | 耍猴把戏 (久经沙场),2,1
4,Nova | Rising Skull (Minimal Wear),新星 | 惊惧骷髅 (略有磨损),2,1
5,StatTrak™ Desert Eagle | Naga (Well-Worn),沙漠之鹰（StatTrak™） | 纳迦蛇神 (破损不堪),2,1
6,AWP | Pit Viper (Field-Tested),AWP | 响尾蛇 (久经沙场),2,1
7,MP7 | Armor Core (Field-Tested),MP7 | 装甲核心 (久经沙场),2,1
8,AUG | Chameleon (Field-Tested),AUG | 变色龙 (久经沙场),2,1
9,AUG | Torque (Factory New),AUG | 力矩 (崭新出厂),2,1
10,AUG | Wings (Factory New),AUG | 鹰翼 (崭新出厂),2,1
11,P250 | Franklin (Minimal Wear),P250 | 富兰克林 (略有磨损),2,1
12,M4A4 | Desert-Strike (Field-Tested),M4A4 | 沙漠精英 (久经沙场),2,1
13,AK-47 | Emerald Pinstripe (Field-Tested),AK-47 | 翡翠细条纹 (久经沙场),2,1
14,M4A4 | Evil Daimyo (Field-Tested),M4A4 | 杀意大名 (久经沙场),2,1
15,SSG 08 | Acid Fade (Factory New),SSG 08 | 渐变强酸 (崭新出厂),2,1
16,PP-Bizon | Osiris (Factory New),PP-野牛 | 死亡主宰者 (崭新出厂),2,1
17,AWP | Worm God (Minimal Wear),AWP | 蠕虫之神 (略有磨损),2,1
18,P90 | Desert Warfare (Well-Worn),P90 | 沙漠战争 (破损不堪),2,1
19,USP-S | Guardian (Field-Tested),USP消音版 | 守护者 (久经沙场),2,1
20,StatTrak™ Five-SeveN | Nightshade (Field-Tested),FN57（StatTrak™） | 夜影 (久经沙场),2,1
21,AWP | Worm God (Field-Tested),AWP | 蠕虫之神 (久经沙场),2,1
22,USP-S | Guardian (Factory New),USP消音版 | 守护者 (崭新出厂),2,1
23,StatTrak™ Glock-18 | Catacombs (Field-Tested),格洛克18型（StatTrak™） | 亡者之寝 (久经沙场),2,1
24,Operation Phoenix Weapon Case,“凤凰大行动”武器箱,2,1
25,P250 | Cartel (Field-Tested),P250 | 卡特尔 (久经沙场),2,1
26,StatTrak™ Tec-9 | Isaac (Well-Worn),Tec-9（StatTrak™） | 艾萨克 (破损不堪),2,1
27,StatTrak™ Glock-18 | Bunsen Burner (Field-Tested),格洛克18型（StatTrak™） | 本生灯 (久经沙场),2,1
28,StatTrak™ SSG 08 | Dark Water (Field-Tested),SSG 08（StatTrak™） | 黑水 (久经沙场),2,1
29,CZ75-Auto | Tigris (Factory New),CZ75自动型 | 猛虎 (崭新出厂),2,1
30,Sticker | Flipsid3 Tactics (Foil) | Cologne 2015,印花 | Flipsid3 Tactics（闪亮）| 2015年科隆锦标赛,2,1
31,StatTrak™ Negev | Terrain (Minimal Wear),内格夫（StatTrak™） | 青绿地形 (略有磨损),2,1
32,M4A4 | Griffin (Minimal Wear),M4A4 | 狮鹫 (略有磨损),2,1
33,M4A4 | Evil Daimyo (Minimal Wear),M4A4 | 杀意大名 (略有磨损),2,1
34,StatTrak™ PP-Bizon | Water Sigil (Well-Worn),PP-野牛（StatTrak™） | 水纹之印 (破损不堪),2,1
35,StatTrak™ P250 | Supernova (Field-Tested),P250（StatTrak™） | 超新星 (久经沙场),2,1
36,StatTrak™ Tec-9 | Isaac (Field-Tested),Tec-9（StatTrak™） | 艾萨克 (久经沙场),2,1
37,StatTrak™ Galil AR | Stone Cold (Battle-Scarred),加利尔AR（StatTrak™） | 冷石 (战痕累累),2,1
38,StatTrak™ FAMAS | Neural Net (Minimal Wear),法玛斯（StatTrak™） | 神经网 (略有磨损),2,1
39,CZ75-Auto | Yellow Jacket (Minimal Wear),CZ75自动型 | 黄夹克 (略有磨损),2,1
40,M4A1-S | Bright Water (Field-Tested),M4A1消音版 | 澄澈之水 (久经沙场),2,1
41,AWP | Safari Mesh (Battle-Scarred),AWP | 狩猎网格 (战痕累累),2,1
42,Five-SeveN | Fowl Play (Factory New),FN57 | 狩猎利器 (崭新出厂),2,1
43,M4A4 | Evil Daimyo (Battle-Scarred),M4A4 | 杀意大名 (战痕累累),2,1
44,M4A4 | Griffin (Field-Tested),M4A4 | 狮鹫 (久经沙场),2,1
45,Five-SeveN | Monkey Business (Well-Worn),FN57 | 耍猴把戏 (破损不堪),2,1
46,AK-47 | Blue Laminate (Minimal Wear),AK-47 | 蓝色层压板 (略有磨损),2,1
47,P2000 | Corticera (Minimal Wear),P2000 | 珊瑚树 (略有磨损),2,1
48,Desert Eagle | Conspiracy (Field-Tested),沙漠之鹰 | 阴谋者 (久经沙场),2,1
49,Five-SeveN | Nitro (Field-Tested),FN57 | 氮化处理 (久经沙场),2,1
50,Five-SeveN | Case Hardened (Field-Tested),FN57 | 表面淬火 (久经沙场),2,1
51,UMP-45 | Grand Prix (Field-Tested),UMP-45 | 车王 (久经沙场),2,1
52,SG 553 | Army Sheen (Minimal Wear),SG 553 | 军队之辉 (略有磨损),2,1
53,Tec-9 | Sandstorm (Field-Tested),Tec-9 | 沙尘暴 (久经沙场),2,1
54,StatTrak™ CZ75-Auto | Pole Position (Field-Tested),CZ75自动型（StatTrak™） | 先驱 (久经沙场),2,1
55,SG 553 | Army Sheen (Field-Tested),SG 553 | 军队之辉 (久经沙场),2,1
56,StatTrak™ Desert Eagle | Naga (Field-Tested),沙漠之鹰（StatTrak™） | 纳迦蛇神 (久经沙场),2,1
57,P2000 | Silver (Factory New),P2000 | 银质 (崭新出厂),2,1
58,StatTrak™ Glock-18 | Catacombs (Factory New),格洛克18型（StatTrak™） | 亡者之寝 (崭新出厂),2,1
59,StatTrak™ MAG-7 | Heat (Minimal Wear),MAG-7（StatTrak™） | 炽热 (略有磨损),2,1
60,M4A1-S | Basilisk (Field-Tested),M4A1消音版 | 翼蜥 (久经沙场),2,1
61,AUG | Torque (Minimal Wear),AUG | 力矩 (略有磨损),2,1
62,Glock-18 | Steel Disruption (Field-Tested),格洛克18型 | 钢铁禁锢 (久经沙场),2,1
63,SG 553 | Pulse (Minimal Wear),SG 553 | 电子脉冲 (略有磨损),2,1
64,StatTrak™ MAC-10 | Rangeen (Factory New),MAC-10（StatTrak™） | 冉吉 (崭新出厂),2,1
65,StatTrak™ Tec-9 | Isaac (Battle-Scarred),Tec-9（StatTrak™） | 艾萨克 (战痕累累),2,1
66,StatTrak™ Negev | Loudmouth (Field-Tested),内格夫（StatTrak™） | 大嘴巴 (久经沙场),2,1
67,MP7 | Skulls (Field-Tested),MP7 | 死亡骷髅 (久经沙场),2,1
68,Dual Berettas | Marina (Minimal Wear),双持贝瑞塔 | 海斗士 (略有磨损),2,1
69,AK-47 | Emerald Pinstripe (Battle-Scarred),AK-47 | 翡翠细条纹 (战痕累累),2,1
70,StatTrak™ SSG 08 | Dark Water (Minimal Wear),SSG 08（StatTrak™） | 黑水 (略有磨损),2,1
71,M4A1-S | Blood Tiger (Field-Tested),M4A1消音版 | 血虎 (久经沙场),2,1
72,Glock-18 | Blue Fissure (Minimal Wear),格洛克18型 | 蓝色裂纹 (略有磨损),2,1
73,StatTrak™ USP-S | Torque (Field-Tested),USP消音版（StatTrak™） | 力矩 (久经沙场),2,1
74,Desert Eagle | Crimson Web (Field-Tested),沙漠之鹰 | 深红之网 (久经沙场),2,1
75,FAMAS | Hexane (Minimal Wear),法玛斯 | 蓝巢 (略有磨损),2,1
76,StatTrak™ G3SG1 | Azure Zebra (Factory New),G3SG1（StatTrak™） | 碧蓝斑纹 (崭新出厂),2,1
77,Glock-18 | Reactor (Battle-Scarred),格洛克18型 | 核子反应 (战痕累累),2,1
78,USP-S | Caiman (Factory New),USP消音版 | 凯门鳄 (崭新出厂),2,1
79,CZ75-Auto | Victoria (Field-Tested),CZ75自动型 | 维多利亚 (久经沙场),2,1
80,StatTrak™ MAC-10 | Malachite (Minimal Wear),MAC-10（StatTrak™） | 孔雀石 (略有磨损),2,1
81,FAMAS | Djinn (Field-Tested),法玛斯 | 爱神 (久经沙场),2,1
82,P2000 | Pathfinder (Minimal Wear),P2000 | 寻路者 (略有磨损),2,1
83,P250 | Wingshot (Battle-Scarred),P250 | 翼击 (战痕累累),2,1
84,StatTrak™ MAG-7 | Cobalt Core (Factory New),MAG-7（StatTrak™） | 钴核 (崭新出厂),2,1
85,StatTrak™ FAMAS | Survivor Z (Minimal Wear),法玛斯（StatTrak™） | 幸存者 Z (略有磨损),2,1
86,StatTrak™ Desert Eagle | Bronze Deco (Field-Tested),沙漠之鹰（StatTrak™） | 青铜装饰 (久经沙场),2,1
87,MP7 | Ocean Foam (Factory New),MP7 | 海之泡沫 (崭新出厂),2,1
88,StatTrak™ UMP-45 | Grand Prix (Field-Tested),UMP-45（StatTrak™） | 车王 (久经沙场),2,1
89,FAMAS | Doomkitty (Minimal Wear),法玛斯 | 厄运之喵 (略有磨损),2,1
90,Five-SeveN | Urban Hazard (Factory New),FN57 | 都市危机 (崭新出厂),2,1
91,MAC-10 | Malachite (Factory New),MAC-10 | 孔雀石 (崭新出厂),2,1
92,MP7 | Asterion (Factory New),MP7 | 星点 (崭新出厂),2,1
93,StatTrak™ SSG 08 | Slashed (Field-Tested),SSG 08（StatTrak™） | 裂痕 (久经沙场),2,1
94,USP-S | Para Green (Minimal Wear),USP消音版 | 绿色伞兵 (略有磨损),2,1
95,P250 | Supernova (Factory New),P250 | 超新星 (崭新出厂),2,1
96,StatTrak™ Tec-9 | Sandstorm (Well-Worn),Tec-9（StatTrak™） | 沙尘暴 (破损不堪),2,1
97,StatTrak™ CZ75-Auto | Hexane (Field-Tested),CZ75自动型（StatTrak™） | 蓝巢 (久经沙场),2,1
98,FAMAS | Sergeant (Field-Tested),法玛斯 | 中士 (久经沙场),2,1
99,StatTrak™ CZ75-Auto | Twist (Minimal Wear),CZ75自动型（StatTrak™） | 螺形扭转 (略有磨损),2,1
100,Sawed-Off | Bamboo Shadow (Factory New),截短霰弹枪 | 竹影 (崭新出厂),2,1
101,Five-SeveN | Kami (Factory New),FN57 | 神祇 (崭新出厂),2,1
102,Glock-18 | Grinder (Minimal Wear),格洛克18型 | 粉碎者 (略有磨损),2,1
103,StatTrak™ Glock-18 | Catacombs (Minimal Wear),格洛克18型（StatTrak™） | 亡者之寝 (略有磨损),2,1
104,USP-S | Guardian (Minimal Wear),USP消音版 | 守护者 (略有磨损),2,1
105,P2000 | Handgun (Minimal Wear),P2000 | 手炮 (略有磨损),2,1
106,P2000 | Amber Fade (Minimal Wear),P2000 | 渐变琥珀 (略有磨损),2,1
107,Tec-9 | Brass (Field-Tested),Tec-9 | 黄铜 (久经沙场),2,1
108,CZ75-Auto | Tread Plate (Factory New),CZ75自动型 | 花纹钢板 (崭新出厂),2,1
109,StatTrak™ MAG-7 | Firestarter (Minimal Wear),MAG-7（StatTrak™） | 灼烧之痕 (略有磨损),2,1
110,P2000 | Red FragCam (Factory New),P2000 | 红色碎片迷彩 (崭新出厂),2,1
111,Five-SeveN | Silver Quartz (Factory New),FN57 | 银白石英 (崭新出厂),2,1
112,AWP | Safari Mesh (Minimal Wear),AWP | 狩猎网格 (略有磨损),2,1
113,Tec-9 | Blue Titanium (Factory New),Tec-9 | 蓝钛 (崭新出厂),2,1
114,Dual Berettas | Moon in Libra (Factory New),双持贝瑞塔 | 天秤之月 (崭新出厂),2,1
115,USP-S | Royal Blue (Field-Tested),USP消音版 | 宝蓝之色 (久经沙场),2,1
116,Galil AR | Stone Cold (Minimal Wear),加利尔AR | 冷石 (略有磨损),2,1
117,MAC-10 | Tatter (Minimal Wear),MAC-10 | 烧尽 (略有磨损),2,1
118,MAC-10 | Tatter (Well-Worn),MAC-10 | 烧尽 (破损不堪),2,1
119,P90 | Elite Build (Factory New),P90 | 精英之作 (崭新出厂),2,1
120,Dual Berettas | Dualing Dragons (Factory New),双持贝瑞塔 | 龙之双子 (崭新出厂),2,1
121,Tec-9 | Bamboo Forest (Factory New),Tec-9 | 竹林 (崭新出厂),2,1
122,AK-47 | Predator (Well-Worn),AK-47 | 捕食者 (破损不堪),2,1
123,Glock-18 | Blue Fissure (Battle-Scarred),格洛克18型 | 蓝色裂纹 (战痕累累),2,1
124,P90 | Module (Factory New),P90 | 深蓝组件 (崭新出厂),2,1
125,StatTrak™ CZ75-Auto | Tigris (Field-Tested),CZ75自动型（StatTrak™） | 猛虎 (久经沙场),2,1
126,SCAR-20 | Crimson Web (Battle-Scarred),SCAR-20 | 深红之网 (战痕累累),2,1
127,StatTrak™ MP9 | Dart (Field-Tested),MP9（StatTrak™） | 飞驰 (久经沙场),2,1
128,Five-SeveN | Nightshade (Minimal Wear),FN57 | 夜影 (略有磨损),2,1
129,MAC-10 | Nuclear Garden (Field-Tested),MAC-10 | 核子花园 (久经沙场),2,1
130,StatTrak™ P250 | Valence (Minimal Wear),P250（StatTrak™） | 元素轮廓 (略有磨损),2,1
131,AK-47 | Predator (Battle-Scarred),AK-47 | 捕食者 (战痕累累),2,1
132,CZ75-Auto | Crimson Web (Minimal Wear),CZ75自动型 | 深红之网 (略有磨损),2,1
133,Glock-18 | Grinder (Factory New),格洛克18型 | 粉碎者 (崭新出厂),2,1
134,StatTrak™ MP7 | Urban Hazard (Minimal Wear),MP7（StatTrak™） | 都市危机 (略有磨损),2,1
135,P2000 | Amber Fade (Factory New),P2000 | 渐变琥珀 (崭新出厂),2,1
136,M4A1-S | VariCamo (Factory New),M4A1消音版 | 多变迷彩 (崭新出厂),2,1
137,P250 | Wingshot (Minimal Wear),P250 | 翼击 (略有磨损),2,1
138,Five-SeveN | Nightshade (Factory New),FN57 | 夜影 (崭新出厂),2,1
139,StatTrak™ M249 | System Lock (Factory New),M249（StatTrak™） | 系统锁定 (崭新出厂),2,1
140,M4A4 | Evil Daimyo (Well-Worn),M4A4 | 杀意大名 (破损不堪),2,1
141,SCAR-20 | Crimson Web (Well-Worn),SCAR-20 | 深红之网 (破损不堪),2,1
142,FAMAS | Neural Net (Factory New),法玛斯 | 神经网 (崭新出厂),2,1
143,StatTrak™ Galil AR | Sandstorm (Minimal Wear),加利尔AR（StatTrak™） | 沙尘暴 (略有磨损),2,1
144,StatTrak™ SCAR-20 | Grotto (Factory New),SCAR-20（StatTrak™） | 蓝洞 (崭新出厂),2,1
145,Sawed-Off | Highwayman (Factory New),截短霰弹枪 | 路霸 (崭新出厂),2,1
146,Tec-9 | Ossified (Factory New),Tec-9 | 骨化之色 (崭新出厂),2,1
147,USP-S | Stainless (Field-Tested),USP消音版 | 不锈钢 (久经沙场),2,1
148,M4A1-S | Nitro (Battle-Scarred),M4A1消音版 | 氮化处理 (战痕累累),2,1
149,StatTrak™ M249 | Nebula Crusader (Battle-Scarred),M249（StatTrak™） | 星云十字军 (战痕累累),2,1
150,StatTrak™ FAMAS | Sergeant (Field-Tested),法玛斯（StatTrak™） | 中士 (久经沙场),2,1
151,StatTrak™ FAMAS | Sergeant (Battle-Scarred),法玛斯（StatTrak™） | 中士 (战痕累累),2,1
152,MP7 | Special Delivery (Factory New),MP7 | 速递 (崭新出厂),2,1
153,Five-SeveN | Fowl Play (Field-Tested),FN57 | 狩猎利器 (久经沙场),2,1
154,StatTrak™ SG 553 | Pulse (Field-Tested),SG 553（StatTrak™） | 电子脉冲 (久经沙场),2,1
155,AWP | Worm God (Well-Worn),AWP | 蠕虫之神 (破损不堪),2,1
156,Dual Berettas | Hemoglobin (Minimal Wear),双持贝瑞塔 | 血红蛋白 (略有磨损),2,1
157,G3SG1 | Demeter (Minimal Wear),G3SG1 | 丰饶女神 (略有磨损),2,1
158,StatTrak™ Dual Berettas | Urban Shock (Field-Tested),双持贝瑞塔（StatTrak™） | 都市冲击 (久经沙场),2,1
159,Desert Eagle | Heirloom (Minimal Wear),沙漠之鹰 | 遗产 (略有磨损),2,1
160,P250 | Franklin (Factory New),P250 | 富兰克林 (崭新出厂),2,1
161,FAMAS | Pulse (Minimal Wear),法玛斯 | 电子脉冲 (略有磨损),2,1
162,StatTrak™ SSG 08 | Abyss (Minimal Wear),SSG 08（StatTrak™） | 无尽深海 (略有磨损),2,1
163,StatTrak™ M4A4 | Evil Daimyo (Field-Tested),M4A4（StatTrak™） | 杀意大名 (久经沙场),2,1
164,StatTrak™ Galil AR | Blue Titanium (Factory New),加利尔AR（StatTrak™） | 蓝钛 (崭新出厂),2,1
165,M4A1-S | Bright Water (Minimal Wear),M4A1消音版 | 澄澈之水 (略有磨损),2,1
166,AWP | Worm God (Factory New),AWP | 蠕虫之神 (崭新出厂),2,1
167,MAC-10 | Tatter (Factory New),MAC-10 | 烧尽 (崭新出厂),2,1
168,M4A1-S | Nitro (Field-Tested),M4A1消音版 | 氮化处理 (久经沙场),2,1
169,FAMAS | Styx (Field-Tested),法玛斯 | 冥界之憎 (久经沙场),2,1
170,Galil AR | Eco (Well-Worn),加利尔AR | 经济 (破损不堪),2,1
171,FAMAS | Djinn (Well-Worn),法玛斯 | 爱神 (破损不堪),2,1
172,Galil AR | Eco (Field-Tested),加利尔AR | 经济 (久经沙场),2,1
173,Five-SeveN | Fowl Play (Minimal Wear),FN57 | 狩猎利器 (略有磨损),2,1
174,M4A4 | Desert-Strike (Battle-Scarred),M4A4 | 沙漠精英 (战痕累累),2,1
175,AK-47 | Frontside Misty (Minimal Wear),AK-47 | 前线迷雾 (略有磨损),2,1
176,AK-47 | Vulcan (Field-Tested),AK-47 | 火神 (久经沙场),2,1
177,AK-47 | Vulcan (Minimal Wear),AK-47 | 火神 (略有磨损),2,1
178,AWP | Asiimov (Well-Worn),AWP | 二西莫夫 (破损不堪),2,1
179,AK-47 | Vulcan (Well-Worn),AK-47 | 火神 (破损不堪),2,1
180,StatTrak™ Five-SeveN | Monkey Business (Field-Tested),FN57（StatTrak™） | 耍猴把戏 (久经沙场),2,1
181,StatTrak™ Five-SeveN | Monkey Business (Well-Worn),FN57（StatTrak™） | 耍猴把戏 (破损不堪),2,1
182,USP-S | Orion (Field-Tested),USP消音版 | 猎户 (久经沙场),2,1
183,USP-S | Orion (Minimal Wear),USP消音版 | 猎户 (略有磨损),2,1
184,AK-47 | Black Laminate (Field-Tested),AK-47 | 黑色层压板 (久经沙场),2,1
185,M4A1-S | Atomic Alloy (Minimal Wear),M4A1消音版 | 原子合金 (略有磨损),2,1
186,M4A1-S | Guardian (Minimal Wear),M4A1消音版 | 守护者 (略有磨损),2,1
187,AK-47 | Redline (Field-Tested),AK-47 | 红线 (久经沙场),2,1
188,M4A4 | 龍王 (Dragon King) (Minimal Wear),M4A4 | 龙王 (略有磨损),2,1
189,StatTrak™ AWP | Worm God (Factory New),AWP（StatTrak™） | 蠕虫之神 (崭新出厂),2,1
190,USP-S | Caiman (Minimal Wear),USP消音版 | 凯门鳄 (略有磨损),2,1
191,AK-47 | Black Laminate (Battle-Scarred),AK-47 | 黑色层压板 (战痕累累),2,1
192,M4A1-S | Guardian (Field-Tested),M4A1消音版 | 守护者 (久经沙场),2,1
193,AK-47 | Red Laminate (Field-Tested),AK-47 | 红色层压板 (久经沙场),2,1
194,AWP | Sun in Leo (Minimal Wear),AWP | 狮子之日 (略有磨损),2,1
195,AWP | Pink DDPAT (Field-Tested),AWP | 粉红 DDPAT (久经沙场),2,1
196,AWP | BOOM (Minimal Wear),AWP | *嘣* (略有磨损),2,1
197,AWP | Man-o'-war (Minimal Wear),AWP | 无畏战神 (略有磨损),2,1
198,M4A1-S | Cyrex (Well-Worn),M4A1消音版 | 次时代 (破损不堪),2,1
199,AWP | BOOM (Field-Tested),AWP | *嘣* (久经沙场),2,1
200,AK-47 | Frontside Misty (Field-Tested),AK-47 | 前线迷雾 (久经沙场),2,1
201,M4A1-S | Cyrex (Minimal Wear),M4A1消音版 | 次时代 (略有磨损),2,1
202,Glock-18 | Twilight Galaxy (Minimal Wear),格洛克18型 | 暮光星系 (略有磨损),2,1
203,M4A1-S | Cyrex (Field-Tested),M4A1消音版 | 次时代 (久经沙场),2,1
204,AK-47 | Aquamarine Revenge (Field-Tested),AK-47 | 深海复仇 (久经沙场),2,1
205,StatTrak™ Glock-18 | Dragon Tattoo (Factory New),格洛克18型（StatTrak™） | 黑龙纹身 (崭新出厂),2,1
206,AK-47 | Jaguar (Field-Tested),AK-47 | 美洲猛虎 (久经沙场),2,1
207,AK-47 | Frontside Misty (Well-Worn),AK-47 | 前线迷雾 (破损不堪),2,1
208,Desert Eagle | Pilot (Field-Tested),沙漠之鹰 | 飞行员 (久经沙场),2,1
209,StatTrak™ Glock-18 | Blue Fissure (Minimal Wear),格洛克18型（StatTrak™） | 蓝色裂纹 (略有磨损),2,1
210,StatTrak™ Glock-18 | Water Elemental (Factory New),格洛克18型（StatTrak™） | 水灵 (崭新出厂),2,1
211,P250 | Whiteout (Minimal Wear),P250 | 银装素裹 (略有磨损),2,1
212,StatTrak™ P90 | Blind Spot (Factory New),P90（StatTrak™） | 盲点 (崭新出厂),2,1
213,P250 | Splash (Factory New),P250 | 狂野飞溅 (崭新出厂),2,1
214,UMP-45 | Minotaur's Labyrinth (Factory New),UMP-45 | 弥诺陶洛斯迷宫 (崭新出厂),2,1
215,Five-SeveN | Case Hardened (Minimal Wear),FN57 | 表面淬火 (略有磨损),2,1
217,StatTrak™ M4A4 | 龍王 (Dragon King) (Field-Tested),M4A4（StatTrak™） | 龙王 (久经沙场),2,1
218,AK-47 | Red Laminate (Minimal Wear),AK-47 | 红色层压板 (略有磨损),2,1
219,StatTrak™ SG 553 | Cyrex (Field-Tested),SG 553（StatTrak™） | 次时代 (久经沙场),2,1
220,StatTrak™ AK-47 | Elite Build (Factory New),AK-47（StatTrak™） | 精英之作 (崭新出厂),2,1
221,AWP | Electric Hive (Factory New),AWP | 电子蜂巢 (崭新出厂),2,1
222,StatTrak™ M4A4 | Evil Daimyo (Minimal Wear),M4A4（StatTrak™） | 杀意大名 (略有磨损),2,1
223,StatTrak™ M4A4 | Griffin (Minimal Wear),M4A4（StatTrak™） | 狮鹫 (略有磨损),2,1
224,StatTrak™ M4A1-S | Blood Tiger (Field-Tested),M4A1消音版（StatTrak™） | 血虎 (久经沙场),2,1
225,AK-47 | Frontside Misty (Battle-Scarred),AK-47 | 前线迷雾 (战痕累累),2,1
226,AK-47 | Case Hardened (Minimal Wear),AK-47 | 表面淬火 (略有磨损),2,1
227,StatTrak™ AWP | Worm God (Field-Tested),AWP（StatTrak™） | 蠕虫之神 (久经沙场),2,1
228,StatTrak™ M4A1-S | Bright Water (Field-Tested),M4A1消音版（StatTrak™） | 澄澈之水 (久经沙场),2,1
229,StatTrak™ Galil AR | Orange DDPAT (Field-Tested),加利尔AR（StatTrak™） | 橙黄 DDPAT (久经沙场),2,1
230,StatTrak™ M4A1-S | Basilisk (Well-Worn),M4A1消音版（StatTrak™） | 翼蜥 (破损不堪),2,1
231,StatTrak™ M4A1-S | Dark Water (Minimal Wear),M4A1消音版（StatTrak™） | 黑水 (略有磨损),2,1
232,StatTrak™ M4A1-S | Blood Tiger (Factory New),M4A1消音版（StatTrak™） | 血虎 (崭新出厂),2,1
233,StatTrak™ AWP | Worm God (Minimal Wear),AWP（StatTrak™） | 蠕虫之神 (略有磨损),2,1
234,M4A4 | Desert-Strike (Factory New),M4A4 | 沙漠精英 (崭新出厂),2,1
235,AWP | Pink DDPAT (Minimal Wear),AWP | 粉红 DDPAT (略有磨损),2,1
236,AWP | Redline (Minimal Wear),AWP | 红线 (略有磨损),2,1
237,AWP | Redline (Field-Tested),AWP | 红线 (久经沙场),2,1
238,P250 | Cartel (Factory New),P250 | 卡特尔 (崭新出厂),2,1
239,StatTrak™ SSG 08 | Abyss (Factory New),SSG 08（StatTrak™） | 无尽深海 (崭新出厂),2,1
240,M4A4 | Bullet Rain (Minimal Wear),M4A4 | 弹雨 (略有磨损),2,1
241,AWP | Asiimov (Battle-Scarred),AWP | 二西莫夫 (战痕累累),2,1
242,AWP | Asiimov (Field-Tested),AWP | 二西莫夫 (久经沙场),2,1
243,AWP | Hyper Beast (Field-Tested),AWP | 暴怒野兽 (久经沙场),2,1
244,AWP | Hyper Beast (Well-Worn),AWP | 暴怒野兽 (破损不堪),2,1
245,M4A1-S | Hyper Beast (Field-Tested),M4A1消音版 | 暴怒野兽 (久经沙场),2,1
246,P90 | Asiimov (Factory New),P90 | 二西莫夫 (崭新出厂),2,1
247,MP9 | Bulldozer (Minimal Wear),MP9 | 威吓者 (略有磨损),2,1
248,USP-S | Orion (Factory New),USP消音版 | 猎户 (崭新出厂),2,1
249,M4A4 | Asiimov (Battle-Scarred),M4A4 | 二西莫夫 (战痕累累),2,1
250,StatTrak™ Desert Eagle | Conspiracy (Factory New),沙漠之鹰（StatTrak™） | 阴谋者 (崭新出厂),2,1
251,AUG | Storm (Field-Tested),AUG | 暴风呼啸 (久经沙场),2,1
252,SCAR-20 | Sand Mesh (Field-Tested),SCAR-20 | 沙漠网格 (久经沙场),2,1
253,M4A4 | X-Ray (Factory New),M4A4 | X 射线 (崭新出厂),2,1
254,Desert Eagle | Hypnotic (Factory New),沙漠之鹰 | 蛊惑之色 (崭新出厂),2,1
255,R8 Revolver | Fade (Field-Tested),R8左轮手枪 | 渐变之色 (久经沙场),2,1
257,Tec-9 | Avalanche (Factory New),Tec-9 | 坍雪寒裘 (崭新出厂),2,1
258,StatTrak™ AK-47 | Cartel (Field-Tested),AK-47（StatTrak™） | 卡特尔 (久经沙场),2,1
259,G3SG1 | Desert Storm (Field-Tested),G3SG1 | 沙漠风暴 (久经沙场),2,1
260,Desert Eagle | Cobalt Disruption (Factory New),沙漠之鹰 | 钴蓝禁锢 (崭新出厂),2,1
261,P2000 | Fire Elemental (Field-Tested),P2000 | 火灵 (久经沙场),2,1
262,Tec-9 | Toxic (Factory New),Tec-9 | 核子剧毒 (崭新出厂),2,1
263,Glock-18 | Candy Apple (Factory New),格洛克18型 | 红苹果 (崭新出厂),2,1
264,Tec-9 | Nuclear Threat (Field-Tested),Tec-9 | 核子威慑 (久经沙场),2,1
265,StatTrak™ M4A1-S | Basilisk (Factory New),M4A1消音版（StatTrak™） | 翼蜥 (崭新出厂),2,1
266,AWP | Corticera (Field-Tested),AWP | 珊瑚树 (久经沙场),2,1
267,AK-47 | Black Laminate (Minimal Wear),AK-47 | 黑色层压板 (略有磨损),2,1
268,StatTrak™ AK-47 | Blue Laminate (Field-Tested),AK-47（StatTrak™） | 蓝色层压板 (久经沙场),2,1
277,StatTrak™ Glock-18 | Bunsen Burner (Minimal Wear),格洛克18型（StatTrak™） | 本生灯 (略有磨损),2,1
278,USP-S | Royal Blue (Minimal Wear),USP消音版 | 宝蓝之色 (略有磨损),2,1
279,StatTrak™ P2000 | Ivory (Factory New),P2000（StatTrak™） | 乳白象牙 (崭新出厂),2,1
280,MAC-10 | Amber Fade (Minimal Wear),MAC-10 | 渐变琥珀 (略有磨损),2,1
281,M4A1-S | Basilisk (Battle-Scarred),M4A1消音版 | 翼蜥 (战痕累累),2,1
282,StatTrak™ Galil AR | Kami (Factory New),加利尔AR（StatTrak™） | 神祇 (崭新出厂),2,1
283,StatTrak™ Desert Eagle | Bronze Deco (Factory New),沙漠之鹰（StatTrak™） | 青铜装饰 (崭新出厂),2,1
287,AK-47 | Blue Laminate (Field-Tested),AK-47 | 蓝色层压板 (久经沙场),2,1
288,Galil AR | Stone Cold (Field-Tested),加利尔AR | 冷石 (久经沙场),2,1
289,P90 | Blind Spot (Minimal Wear),P90 | 盲点 (略有磨损),2,1
290,Five-SeveN | Monkey Business (Battle-Scarred),FN57 | 耍猴把戏 (战痕累累),2,1
